,trackid,text,title
366,TRSSDHO128F9310EA5,radiohead karma police karma police arrest man talk maths buzz like fridge like detuned radio karma police arrest girl hitler hairdo make feel ill crash party 'll get 'll get 'll get mess karma police 've give enough 've give 're still payroll 'll get 'll get 'll get mess minute lose lose phew minute lose lose minute lose lose phew minute lose lose del,Karma Police
367,TRSDWDN128F4274C03,train drop jupiter back atmosphere drop jupiter hair hey act like summer walk like rain remind time change hey since return stay moon listen like spring talk like june hey hey tell sail across sun make milky way see light fade heaven overrate tell fall shoot star one without permanent scar miss look back soul vacation trace way constellation hey check mozart tae-bo remind room grow hey back atmosphere afraid might think plain jane tell story man afraid fly never land tell wind sweep feet finally get chance dance along light day head back milky way tell venus blow mind everything want find miss look imagine love pride deep-fry chicken best friend always stick even know 're wrong imagine first dance freeze-dry romance five-hour phone conversation best soy latte ever tell wind sweep feet finally get chance dance along light day head back toward milky way tell sail across sun make milky way see light fade heaven overrate tell fall shoot star one without permanent scar miss look finally get chance dance along light day fall shoot star fall shoot star 're lonely look,Drops Of Jupiter
368,TRSDRPY128F933E202,taylor swift love story young first saw close eye flashback start stand balcony summer air see light see party ball gown see make way crowd say hello little know ... romeo throw pebbles daddy say stay away juliet cry staircase beg please n't say ... romeo take somewhere alone 'll wait leave run 'll prince 'll princess love story baby say yes sneak garden see keep quiet 'cause 're dead know close eye escape town little 'cause romeo scarlet letter daddy say stay away juliet everything beg please n't say ... romeo take somewhere alone 'll wait leave run 'll prince 'll princess love story baby say yes romeo save 're try tell feel love difficult real n't afraid 'll make mess love story baby say yes ... get tire wait wonder ever come around faith fade meet outskirts town say ... romeo save 've feel alone keep wait never come head n't know think kneel grind pull ring say marry juliet 'll never alone love really know talk dad pick white dress love story baby say yes 'cause young first saw,Love Story
369,TRSOSOC128F933903D,hinder lips angel honey call late kind hard talk right honey cry everything get whisper 'cause n't loud well girl next room sometimes wish guess never really move really good hear voice say name sound sweet come lips angel hear word make weak never want say goodbye girl make hard faithful lips angel funny 're call tonight yes dream know 're talk start fight n't think clue well girl next room sometimes wish guess never really move really good hear voice say name sound sweet come lips angel hear word make weak never wan say goodbye girl make hard faithful lips angel really good hear voice say name sound sweet come lips angel hear word make weak never wan say goodbye girl make hard faithful lips angel never wan say goodbye girl make hard faithful lips angel honey call late,Lips Of An Angel
370,TRSYMRY12903CD2DC0,justin bieber bigger love love bigger love love bigger love love bigger big get believe believe like fairytale put tooth pillowcase n't n't ever let like see-saw know 'cause n't playground game 're big enough stand picture 're big enough stand next ride player little bigger bigger heartbreaker little bigger bigger haters swear look small 'cause bigger lot bigger bigger 're bigger whooaaa remember heart young still bigger still bigger reason stay would get rid hey bully school yard n't take hug kiss n't pushovers baby 're big enough stand picture 're big enough stand next ride player little bigger bigger heartbreaker little bigger bigger haters swear look small 'cause bigger lot bigger bigger 're bigger player little bigger bigger heartbreaker little bigger bigger haters swear look small 'cause bigger lot bigger bigger 're bigger oohh remember like yesterday little baby ooh whaoo since remember love fall player little bigger bigger heartbreaker little bigger bigger haters swear look small 'cause bigger lot bigger bigger 're bigger player little bigger bigger heartbreaker little bigger bigger haters swear look small lot bigger bigger bigger whooaaa,Bigger
371,TRVCAAW128F42BC331,kings leon knock n't care nobody say 're gon baby take coupe ville buckle navy n't care momma say gon baby take take take gon shape people call renegade like live crazy like takin town people gettin lazy n't care nobody say gon lover always mad usually drink love like doctor seem say n't know 're gon ghost n't think quite know 're gon people call renegade like live crazy like takin town people gettin lazy n't care nobody say lover always mad usually drink love like daddy n't think quite know 're gon ghost n't think quite know 're gon 're gon 're gon people call renegade like take town n't care nobody say 're gon baby take coupe ville buckle navy n't care momma say gon baby take take take gon shape,Knocked Up
372,TRVRDYC128F1492397,police every little thing magic though 've try tell feel heart every time come near lose nerve 've start every little thing magic everything doe turn even though life tragic know love tell story thousand rainy days since first meet big enough umbrella always end get wet every little thing magic everything turn even though life tragic know love resolve call thousand time day ask 'll marry old fashion way silent fear grip long reach phone long tongue trip must always alone every little thing magic everything turn even though life tragic know love every little thing magic everything turn even though life tragic know love every little thing every little thing every little thing every little thing every little every little every little every little thing every little thing every little thing every little thing thing magic every little thing every little thing every little thing magic magic magic magic magic magic,Every Little Thing She Does Is Magic
373,TRVFAEW128F42577F3,phoenix young baby saw turn end street know time take like age understand afraid simple guy try best smile deep inside heart felt shout like crowd dance guess could n't live without things make life n't hear call yeah everybody dancin yeah tonight everything feel young n't lie bed without think wrong feel call world become another nighttime n't hold arm get good friend say n't believe love give enough end fear guess could n't live without things make life n't hear call yeah everybody shakin yeah tonight everything feel young rainfalls hard time come n't leave tonight wish know let spirit survive n't hear call yeah guess could n't live without things make life n't hear call yeah everybody dance yeah tonight everything feel young,Too Young
374,TRVQTQG128F93073B0,kings leon molly chamber free bleed 'll 'll never stay white bare naked night lookin play another girl want rule world time place get head know stay want get molly chamber gon change mind get pistol molly chamber gon change mind molly chamber gon change mind slow burnin soul whisper ear okay 'll give anyway get 'll plead 'll get knees another taste think let fade away want get molly chamber gon change mind get pistol molly chamber gon change mind molly chamber gon change mind want well get molly chamber gon change mind get pistol molly chamber gon change mind want well get molly chamber gon change mind get pistol,Molly's Chambers
375,TRVZCPR128E0791599,kanye west hey mama hey mama wan scream loud cause proud let tell hey mama know act fool promise goin back school appreciate allow want proud hey mama wan tell whole world friend mine little light mine finna let shine finna take yall back better time finna talk mama yall n't mind three years old move chi late december harsh winter give cold fix something good soul famous homemade chicken soup another bowl work late nights keep light mommy get train wheel could keep bike would give anything world michael jackson leather glove n't give curl never put man love mommy n't see seven years old catch tear eye cuz nigga cheatin tell lie start cry kneel kitchen floor say mommy i'mma love till n't hurt older n't get work i'mma get mansion could n't afford see 're unbreakable unmistakable highly capable lady makin loot livin legend look heaven send angel thank hey mama hey mama wan scream loud cause proud let tell hey mama know act fool promise goin back school appreciate allow want proud hey mama forrest gump mama say life like box chocolates mama tell school get doctorate somethin fall back could profit still support opposite feel like things get get things get prove get choir please give verse beautiful n't see 're like book poetry maya angelou nikki giovanni turn one page mommy come mommy dance wit let whole world see dance feet say hey yall say mama everybody answer hey mama hey mama wan scream loud cause proud let tell hey mama know act fool promise goin back school appreciate allow want proud hey mama guess also depend though end low second get gon get benzo tint windows ride around city let friends know hey mama tell job get fake since bring world let take restaurant upper echelon i'mma get jag whatever else want tell kind s-type donda west like tell perfect color make right n't get mother day birthday call say hey mama wan scream loud cause proud let tell hey mama know love never let write song know nowhere love true mama mama mama mama mama ... mama mama mama mama mama ...,Hey Mama
376,TRVZBSB128F4287B88,queen pressure pressure push press man ask pressure burn build split family two put people streets terror know world watch good friends scream let tomorrow get higher pressure people people streets chippin around kick brain around floor days never rain pour people streets people streets terror know world watch good friends scream let tomorrow get higher higher high pressure people people streets turn away like blind man sit fence n't work keep comin love slash tear love love love love love insanity laugh pressure 're crack n't give one chance n't give love one chance n't give love give love give love give love give love give love give love give love give love 'cause love old fashion word love dare care people edge night love dare change way care last dance pressure pressure pressure,Under Pressure
377,TRVTKOU128E078E0DA,alanis morissette ironic acoustic album version old man turn ninety-eight lottery die next day black fly chardonnay death row pardon two minutes late n't ironic n't think like rain wed day free ride 've already pay good advice n't take would 've think figure mr. play-it-safe afraid fly pack suitcase kiss kid good-bye wait whole damn life take flight plane crash think well n't nice n't ironic n't think like rain wed day free ride 've already pay good advice n't take would 've think figure well life funny way sneak think everything okay everything right life funny way help think everything wrong everything blow face traffic jam 're already late smoke sign cigarette break like ten thousand spoon need knife meet man dream meet beautiful wife n't ironic n't think little ironic yeah really think like rain wed day free ride 've already pay good advice n't take would 've think figure life funny way sneak life funny funny way help help,Ironic (Acoustic Album Version)
378,TRVLIPF128F9336661,kanye west wire n't stop rap huh spit wire man much stuff heart right man 'll gladly risk right life death situation man y'all n't really understand feel right man boy kanye chi-town huh yeah yeah drink boost breakfast ensure dizzert somebody order pancakes sip sizzurp right could drive sane man bizerk worry mr. h-to-the-izzo back wizzork console mom give light support tell sons life support imagine girl feel plane scar hell guy look like emmit till deal try mine delta throw dynasty sign use try reline 've try sign try millionaire use two lifelines hospital biggie smalls die doctor say blood clot n't jamaican man story mtv n't try make band swear right history make man really apologize sound right man n't clear man get mouth wire shut like n't know doctor say like six weeks know reconstru ... reconstructive surgery jaw look mirror half jaw miss half mouth man could n't believe still y'all right man get say right dawg yeah turn yeah somebody chi ill get deal hottest rap label around n't talk bout coke bird like speak word except really put explain story black come glory need game good dude bad night right place wrong time blink eye whole life change could feel face felt would know mase felt thank god n't cool safe belt swear god driver two sue get lawyer case keep safe book safe dawgs could n't tell look like tom cruise vanilla sky televise accident like geico think burn like pepsi michael must get angel cause look death miss ass unbreakable would think call mr. glass look back life like ghost christmas past toy use spend christmas cash still wont grow grow ass kid swear lock stupid shit champion turn tragedy triumph make music fire spit soul wire know say doctor tell goin plate chin say dawg n't realize 'll never make plane bad enough get jewelry n't serious man,Through The Wire
379,TRVLPDN128E07889D1,daft punk technologic buy use break fix trash change mail upgrade charge point zoom press snap work quick erase write cut paste save load check quick rewrite plug play burn rip drag drop zip unzip lock fill call find view code jam unlock surf scroll pause click cross crack switch update name read tune print scan send fax rename touch bring pay watch turn leave stop format buy use break fix trash change mail upgrade charge point zoom press snap work quick erase write cut paste save load check quick rewrite plug play burn rip drag drop zip unzip lock fill call find view code jam unlock surf scroll pause click cross crack switch update name read tune print scan send fax rename touch bring pay watch turn leave stop format technologic technologic technologic technologic buy use break fix trash change mail upgrade charge point zoom press snap work quick erase write cut paste save load check quick rewrite plug play burn rip drag drop zip unzip lock fill call find view code jam unlock surf scroll pause click cross crack switch update name read tune print scan send fax rename touch bring pay watch turn leave stop format buy use break fix trash change mail upgrade charge point zoom press snap work quick erase write cut paste save load check quick rewrite plug play burn rip drag drop zip unzip touch bring pay watch turn leave stop format touch scroll pause click cross crack switch update lock fill call find view code jam unlock buy use break fix trash change mail upgrade charge point zoom press snap work quick erase write cut paste save load check quick rewrite surf scroll pause click cross crack switch update name read tune print scan send fax rename touch bring pay watch turn leave stop format buy use break fix trash change mail upgrade charge point zoom press snap work quick erase write cut paste save load check quick rewrite plug play burn rip drag drop zip unzip surf scroll pause click cross crack switch update name read tune print scan send fax rename touch bring pay watch turn leave stop format buy use break fix trash change mail upgrade charge point zoom press snap work quick erase write cut paste save load check quick rewrite plug play burn rip drag drop zip unzip surf scroll pause click cross crack switch update name read tune print scan send fax rename buy use break fix trash change mail upgrade charge point zoom press snap work quick erase write cut paste save load check quick rewrite plug play burn rip drag drop zip unzip lock fill call find view code jam unlock surf scroll pause click cross crack switch update name read tune print scan send fax rename touch bring pay watch turn leave stop format technologic technologic technologic technologic technologic technologic technologic technologic technologic technologic technologic technologic,Technologic
380,TRVLVXQ128F9301DD3,kanye west homecoming yeah say chi city chi city chi city comin home think think 'cause comin home 'min home meet girl three years old love much soul say excuse little homie know n't know name wendy like blow tree point never blow niggas come outta town like show like act tough like tow 'em make 'em straighten act 'cause know soft grow show downtown nighttime face light astoundin tell heart always never mess entertainers 'cause always leave say felt like walk drive know gang affiliate get tell guess last winter get cold say keep makin keep makin platinum gold comin home think think 'cause comin home 'min home think think comin home maybe could start really care 've never hit airport follow dream sometimes still talk talk always seem like talkin say leave kid like wan rap make soul beat like get talkin 'bout niggas tryin new everybody get game figure wrong guess never know get 'til guess n't come back home guess hear back home every interview representin makin proud reach star fall land cloud jump crowd spark lighter wave 'em around n't know talkin chi town comin home think think 'cause comin home 'min home baby remember fireworks lake michigan comin home 'min home baby remember fireworks lake michigan comin home maybe could start loyee oyee loyee oyee comin home loyee oyee loyee oyee comin home maybe could start,Homecoming
381,TRVETJQ12903CADD74,kid cudi day nite day nite toss turn keep stress mind mind look peace see n't attain need keep silly game play play look madness magnet keep attract try run see fast think first surely finish last last 'cause day nite lonely stoner seem free mind night alone day nite lonely loner seem free mind night night day nite lonely stoner seem free mind night alone things never change lonely loner seem free mind night hold phone lonely stoner mr. solo dolo move n't seem shake shade within dream see life make make pain deep silent sleeper n't hear peep peep girl want n't seem want seem feel 'cause day nite lonely stoner seem free mind night alone day nite lonely loner seem free mind night night day nite lonely stoner seem free mind night alone things never change lonely loner seem free mind night slow tempo slow create new new seem alive though feelin blue sun shinin man super cool cool lonely nights fade away slip white nikes smoke clip way free mind search free mind search free mind search 'cause day nite lonely stoner seem free mind night alone day nite lonely loner seem free mind night night day nite lonely stoner seem free mind night alone things never change lonely loner seem free mind night,Day 'N' Nite
382,TRVEUKO128F429DE84,killers gun get halo wing hide eye angel sure n't stop tell lie late love already catch trap angel kiss joke come back heaven send heaven take crash cars brain keep tie dream set free say kill kill kill kill kill kill kill kill yeah get criminal mind get reason pray life gun get hold every day want wake yeah prove dream cause angel sure remain see heaven send heaven take crash cars brain keep tie dream set free say kill kill kill kill kill kill kill kill stupid streets london jam dean rain without alright heaven send heaven take crash cars brain keep tie dream set free say kill kill kill kill kill kill kill kill,Under The Gun
383,TRVEXJA12903CADD6F,kid cudi cudi zone soarin allow sure bet daddy proud little nigga wit shaker smile top dream find figure satan bind come back style find sudden fix face cause know trail place 've step many niggas wan hate cause leave could blame plan attack cause risk soul attack hear map rule thumb n't really matter really matter 're gon maybe upstate n't rule clap gun second chance give get take advantage maybe get horse carriage pimpin think marriage get find let begin tell minute show livin long time ago young nigga timid zone see things vivid hide soul nah homie even zone till lose feel remember way past november even stay floatin floatin hopin could find peace somewhere mind sound like oooooooh ... feel like ooooooh ... zone feel alright feel alright feel alright zone feel alright feel alright forget ballin allow without feelin like shallow hal comma jesus piece style back cleveland city ride around greetin niggas wit dap pound fall n't hit grind things 'll make smile knowin blunt might burn keep lift accustom new heights feel perfect though think worthless see without flight man everybody wan critic life live shut mouth fuck joke love see scene slim cut jeans likely fadin man doin shit everywhere niggas n't standin round hatin advice light start flashin 'll zonin alone place mind goin fill songs one knowin devil hot pink dress tryin ask one dance think slick guardians protect wrath place hate shall enter livin high copin copin floatin find peace somewhere mind sound like oooooooh ... feel like oooooooh ... zone feel alright feel alright feel alright zone feel alright feel alright forget,Cudi Zone
384,TRVEKRD128F148FF1F,wolfmother woman woman know 're woman get woman get feel love 're talk see right get feel love woman know mean better listen listen gon set free yeah 're kinda look like 've get set free n't nobody 're kinda look like 've get set free n't nobody woman know mean better listen listen gon set free yeah woman know 're woman get woman get feel love 're talkin see right get feel love woman know mean better listen listen gon set free yeah,Woman
385,TRVEKLH128F92DE271,taylor swift song ridin shotgun hair undo front seat car get one-hand feel steer wheel heart look around turn radio say baby somethin wrong say nothin thinkin n't song say song slammin screen door sneakin late tappin window 're phone talk real slow 'cause late mama n't know song way laugh first date man n't kiss get home 'fore say amen askin god could play walkin front porch step everything day wrong trample lose throw away get hallway well way lovin bed almost n't notice roses note say song slammin screen door sneakin late tappin window 're phone talk real slow 'cause late mama n't know song way laugh first date man n't kiss get home 'fore say amen askin god could play 've hear every album listen radio wait something come along good song 'cause song slammin screen door sneakin late tappin window 're phone talk real slow 'cause late mama n't know song way laugh first date man n't kiss get home say amen askin god could play play ridin shotgun hair undo front seat car grab pen old napkin write song,Our Song
386,TRVJAGJ128F930EB37,john mayer slow dance burn room silly little moment storm calm deep die breath love 've work n't seem hold like want feel arm nobody gon come save pull many false alarm 're see 're know 're doom dear 're slow dance burn room one always dream one try draw dare say nothing baby 're light ever saw 'll make sadness 'll bitch try hit hurt leave feel dirty n't understand 're see 're know 're doom dear 're slow dance burn room cry n't cry n't cry n't dear 're slow dance burn room burn room burn room burn room burn room n't think oughta know n't think shoulda learn somehow n't think oughta know n't think shoulda learn somehow n't think oughta know n't think shoulda learn somehow n't think shoulda learn somehow n't think shoulda learn somehow n't think shoulda learn somehow n't think shoulda learn somehow,Slow Dancing In A Burning Room
387,TRVJSER128F92FFB5E,bow wow like n't never nobody show things gon show special way feel hold always together baby tell believe 'cause n't neva nobody like different kinda girls like see n't none like see best best baby still n't impress 'cause n't none like know feel chill see girl get like baby way feel get choice keep real 'cause first get together start hang skeptical first figure kinda guy try dog n't kinda guy try make find turn baby show brothers treat lady let drive ride mercedes n't trippin actin shady 'cause baby know n't never nobody show things gon show special way feel hold always together baby tell believe 'cause n't neva nobody like every time think ride call come 'rround love amaze n't wait 'til see wan wit every time 're road make trip whenever doin show n't forget main chick get game chick one chick one hang n't never nobody show things gon show special way feel hold always together baby tell believe 'cause n't neva nobody like okay hit mall pop tag spend jazzin hit runway new season season n't nothin spoil one care feel like n't enough share share give dis give dat need love need love know get holla need love need love affection 'cause 'll protection kinda hard job perfection tell n't tryna let get wit let know trippin 'cause sometimes get first one holla right show trippin sense tense body loose around i'ma without get get togetha say whateva since meet life seem betta n't never nobody show things gon show special way feel hold always together baby tell believe 'cause n't neva nobody like n't never nobody show things gon show special way feel hold always together baby tell believe 'cause n't neva nobody like,Like You
388,TRVSJOM12903CD2DC1,justin bieber one less lonely girl alright let gon one less lonely girl one less lonely girl one less lonely girl one less lonely girl gon one less lonely girl one less lonely girl one less lonely girl many tell yous start overs shoulder cry many promise honest girl many tear let hit floor many bag pack take back tell many either ors let inside inside world 'll one less lonely girl saw many pretty face saw see come come n't need pretty face like need 're mine world gon one less lonely girl come one less lonely girl come one less lonely girl come one less lonely girl gon one less lonely girl come gon put first come 'll show 're worth gon let inside world gon one less lonely girl christmas n't merry 14th february one 'em spend many dinner date set dinner plat n't even touch food many tear photograph saw tap back tell could n't see open door let inside world 'll one less lonely girl saw many pretty face saw see come come n't need pretty face like need 're mine world gon one less lonely girl come one less lonely girl come one less lonely girl come one less lonely girl gon one less lonely girl come gon put first come 'll show 're worth gon let inside world gon one less lonely girl fix break heart give brand new start make believe yeah wan set one girl free fall free fall free fall fall love heart lock know get key 'll take leave world one less lonely gon one less lonely girl one less lonely girl one less lonely girl one less lonely girl gon one less lonely girl one less lonely girl one less lonely girl come one less lonely girl come one less lonely girl come one less lonely girl gon one less lonely girl come gon put first come 'll show 're worth gon let inside world gon one less lonely girl come one less lonely girl come one less lonely girl come one less lonely girl gon one less lonely girl come gon put first come 'll show 're worth gon let inside world gon one less lonely girl shawty,One Less Lonely Girl
389,TRVVTWQ128E078F1B7,bon jovi life n't song broken-hearted silent prayer faith-departed n't gon face crowd 're gon hear voice shout loud life never n't gon live forever want live alive life heart like open highway like frankie say way want live alive life ones stand grind tommy gina never back tomorrow get harder make mistake luck n't even lucky get make break life never n't gon live forever want live alive life heart like open highway like frankie say way want live alive 'cause life better stand tall 're call n't bend n't break baby n't back life never 'cause n't gon live forever want live alive life heart like open highway like frankie say way want live alive life never n't gon live forever want live alive life heart like open highway like frankie say way want live alive 'cause life,It's My Life
390,TRVXLHU128F93450C9,lady gaga boys boys boys hey sugar baby saw twice pop show taste like glitter mix rock roll like lot lot think 're really hot hot know think 're special dance real crazy glamophonic electronic d-d-disco baby like lot lot want hot hot boys boys boys like boys cars boys boys boys buy drink bar boys boys boys hairspray denim boys boys boys love love ohh oh- uh-ohhhh-oooo-wuh-ohh ohh oh- uh-ohhhh-oooo-wuh-ohh baby bad boy retro sneakers let see killers make bleachers like lot lot think 're really hot hot let party hear buddy n't forget lipstick leave ashtray like lot lot want hot hot boys boys boys like boys cars boys boys boys buy drink bar boys boys boys hairspray denim boys boys boys love love boys boys boys like boys cars boys boys boys buy drink bar boys boys boys hairspray denim boys boys boys love love loose like party let get lose ferrari psychotic dramatic like boys love call legs morning buy egg watch heart 're together boys like love ever ohh oh- uh-ohhhh-oooo-wuh-ohh ohh oh- uh-ohhhh-oooo-wuh-ohh ohh oh- uh-ohhhh-oooo-wuh-ohh ohh oh- uh-ohhhh-oooo-wuh-ohh boys boys boys like boys cars boys boys boys buy drink bar boys boys boys hairspray denim boys boys boys love love boys boys boys like boys cars boys boys boys buy drink bar boys boys boys hairspray denim boys boys boys love love boys boys boys like boys cars boys boys boys buy drink bar boys boys boys hairspray denim boys boys boys love love,Boys Boys Boys
391,TRVKJMI128F1490EBA,saliva doperide come like hatchet rollin mass throwin match atop gasoline package throwin rhyme like rachets playas passion comin disastroous bashin runnin round wrong crowd act like bout bout bow 're one see right leave take ride doperide yeah right leave take ride get pay last days rage teenage come strong hard front page n't state never fade steppin sure 're get waste hangin base time 're waste hear talkin local talkin nation everything everything everything 'll never everything n't wan right leave take ride doperide right leave take ride apologies like born-again authorities gon fumble legs yeah buster people life wan talk show deal m-town rollin mass throwin match throwin match atop gasoline package rollin mass throwin match atop gasoline package right leave take ride doperide yeah right leave take ride apologies like born-again authorities gon fumble legs,Doperide
392,TRVYICQ128F4252493,eric clapton tear heaven would know name saw heaven would saw heaven must strong carry 'cause know n't belong heaven would hold hand saw heaven would help stand saw heaven 'll find way night day 'cause know n't stay heaven time bring time bend knees time break heart beg please beg please beyond door peace sure know 'll tear heaven would know name saw heaven would saw heaven must strong carry 'cause know n't belong heaven 'cause know n't belong heaven,Tears In Heaven
393,TRVYUKA12903CEA428,old crow medicine show wagon wheel head south land pin thumbin way north caroline starin road pray god see headlights make coast seventeen hours pickin bouquet dogwood flower hopin raleigh see baby tonight rock mama like wagon wheel rock mama anyway feel hey mama rock rock mama like wind rain rock mama like south-bound train hey mama rock runnin cold new england bear fiddler old-time stringband baby play fiddler pick guitar north country winter keep gettin lose money playin poker leave n't turnin back livin old life rock mama like wagon wheel rock mama anyway feel hey mama rock rock mama like wind rain rock mama like south-bound train hey mama rock walkin south roanoke catch trucker philly nice long toke head west cumberland gap johnson city tennessee get get move sun hear baby callin name know one die raleigh least die free rock mama like wagon wheel rock mama anyway feel hey mama rock rock mama like wind rain rock mama like south-bound train hey mama rock,Wagon Wheel
394,TRVYJCY128F92DE225,taylor swift hey stephen hey stephen know look deceive know saw light walk would talk n't say half things want girls toss rock window 'll one wait even cold hey stephen boy might believe n't always alone 'cause n't help look like angel n't help wan kiss rain come feel magic 've feel since meet n't help one else mmm n't help hey stephen 've hold back feel 've get things say 've see think never see nobody shine way way walk way talk way say name beautiful wonderful n't ever change hey stephen people always leave think stay 'cause n't help look like angel n't help wan kiss rain come feel magic 've feel since meet n't help one else mmm n't help 're dim street light 're perfect n't tonight wait alone come come pull near shine shine shine hey stephen could give fifty reason one choose girls well 're beautiful would write song n't help look like angel n't help wan kiss rain come feel magic 've feel since meet n't help one else mmm n't help look like angel n't help wan kiss rain come feel magic 've feel since meet n't help one else mmm n't help n't help n't help,Hey Stephen
395,TRDMUWU128E078EDDB,nirvana dumb like pretend sun light day fun think dumb maybe happy think happy think happy think happy heart break glue help inhale mend 'll float around hang cloud 'll come hangover 'll hangover 'll hangover 'll hangover skin sun fall asleep wish away soul cheap lesson learn wish luck soothe burn wake like pretend sun light day fun think dumb maybe happy think happy think happy think happy think dumb think dumb think dumb think dumb think dumb think dumb think dumb think dumb think dumb think dumb think dumb think dumb,Dumb
396,TRDGPQO12903CFDBEC,dierks bentley sideways hey girl name loud n't hear thing sure like style see come rock blue jeans white tank top man look drive wild hey n't play nothing slow keep girls floor get make want come back since sun come back around work week time play gon get little bite sideways n't need fight y'all take redneck stuff outside park lot 're n't come back velvet rope n't get slack man 're bust door hey n't play nothing slow keep girls floor get make 'em wan come back since sun come back around work week time play gon get little bite sideways ... sideways right hey hey n't play nothing slow get make 'em wan get make 'em wan get make 'em wan come back hey n't play nothing slow keep girls floor get make 'em wan come back since sun come back around work week time play gon get little bite sideways ... sideways ... sideways ... sideways hey girl name loud n't hear thing,Sideways
397,TRDGUPO128F9332CF6,justin bieber earth ohhh ohhh never think easy cause 're distant wall close 're wonder one solid answer walk dark see look face tear apart fight fight hurt hurt cry cry cry cry live live learn learn try try try try yeah meet middle way back earth earth earth earth way back earth back earth back earth back earth back earth back earth back earth back earth back earth mommy always somewhere daddy live town tell could ever normal somehow tell best tell tear woo far away need fight fight hurt hurt cry cry cry cry live live learn learn try try try try meet middle way back earth earth earth earth way back earth way back earth back earth back earth back earth back earth back earth back earth back earth back earth fell far away use stand road get heart let start meet middle way back earth earth way back earth never think would easy cause distant wall close 're wonder ...,Down To Earth
398,TRDGUAJ128F92D541D,rammstein rammstein rammstein ein mensch brennt rammstein fleischgeruch liegt der luft rammstein ein kind stirbt rammstein die sonne scheint rammstein ein flammenmeer rammstein blut gerinnt auf dem asphalt rammstein mütter schreien rammstein die sonne scheint rammstein ein massengrab rammstein kein entrinnen rammstein kein vogel singt mehr rammstein die sonne scheint,Rammstein
399,TRDHBPQ128F425EA1E,leona lewis bleed love oooh oooh heeey close love n't need pain twice enough vain time start pass know 're freeze oooh something happen first time heart melt grind find something true everyone look around think crazy oooh heeey n't care say love try pull away n't know truth heart cripple vein keep close cut open keep bleed keep keep bleed love keep bleed keep keep bleed love keep bleed keep keep bleed love cut open oooh ... try hard hear talk loud pierce sound fill ears try fill doubt yet know goal keep fall heeey ... eey nothing greater rush come embrace world loneliness see face yet everyone around think crazy maybe maybe n't care say love try pull away n't know truth heart cripple vein keep close cut open keep bleed keep keep bleed love keep bleed keep keep bleed love keep bleed keep keep bleed love love cut open hmm drain find hard believe 'll wear scar everyone see n't care say love try pull away n't know truth heart cripple vain keep close cut open ... keep bleed keep keep bleed love keep bleed keep keep bleed love keep bleed keep keep bleed love love cut open ... keep bleed keep keep bleed love keep bleed keep keep bleed love keep bleed keep keep bleed love cut open keep bleed keep keep bleed love,Bleeding Love
400,TRDRTNQ128F93313A3,metallica ride lightning guilty charge damn n't right someone else control death air strap electric chair n't happen make god say 'll take life flash eye time die burn brain feel flame wait sign flick switch death begin end sweat chill cold watch death unfold consciousness friend finger grip fear flash eye time die burn brain feel flame someone help please god help 're try take away n't want die solo someone help please god help try take away n't want die time move slow minutes seem like hours final curtain call see get true let waken horrid scream free frighten dream flash eye time die burn brain feel flame,Ride The Lightning
401,TRDFNLR12903CB0FE4,camila alejate aléjate hazlo pronto ante que mienta cielo hace gris camino bajo tormenta aléjate escapa vete debo verte entiende que aunque pida que vayas quiero perderte luz alcanza quieras caminar sobre dolor descalza angel cuida puso boca verdad para mostrarte salida aléjate amor que aún estás tiempo soy quien verdad parezco perdón soy quien crees caí del cielo aún crees amor quieres correr riesgo verás que soy realmente bueno engañar hacer sufrir quien más quiero quien más quiero aléjate pues bien sabes que merezco quisiera arrepentirme ser mismo decirte esto aléjate escapa vete debo verte entiende que aunque pida que vayas quiero perderte luz alcanza quieras caminar sobre dolor descalza angel cuida puso boca verdad para mostrarte salida aléjate amor que aún estás tiempo soy quien verdad parezco perdón soy quien crees caí del cielo aún crees amor quieres correr riesgo verás que soy realmente bueno engañar hacer sufrir hacer llorar quien más quiero aléjate amor que aún estás tiempo soy quien verdad parezco perdón soy quien crees caí del cielo aún crees amor quieres correr riesgo verás que soy realmente bueno engañar hacer sufrir ... quien más quiero quien más quiero,Alejate De Mi
402,TRDQGQY128F92F99EE,roux toy love love like stubborn youth rather deny walk break roof look sky false love affection n't want like attention yes false love affection n't like want attention toy n't another girl meet boy toy n't another girl meet boy love love hide smoky light never find truth boy touch leave mystify wish could believe yes false love affection n't want like attention yes false love affection n't like want attention toy n't another girl meet boy toy n't another girl meet boy toy n't another girl meet boy toy n't another girl meet boy false love affection n't want like attention yes false love affection n't like want attention toy n't another girl meet boy toy n't another girl meet boy toy n't another girl meet boy toy n't another girl meet boy,I'm Not Your Toy
